genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YEL038W	P32626	UTR4	25.18714	2	1000	tightly_const	2	7.35477944245929e-06	7.35480286014772e-06	7.35477944245929e-06	0	6	1	1	1.00290552663821	1.00298043044838
YKL184W	P08432	SPE1	52.28467	2	1000	tightly_const	2	1.03317147225759e-05	1.03317481464241e-05	1.03317147225759e-05	1	4	0	1	1.00852017735235	1.00874108712787
YLR017W	Q07938	MEU1	37.85618	2	1000	tightly_const	2	0.000333794917726244	0.000333795980532477	0.000333794917726244	1	8	0	1	1.24629430141206	1.25423428529316
YLR146C	Q12455	SPE4	34.09035	2	1000	tightly_const	2	1.35603755733809e-06	1.35604619261131e-06	1.35603755733809e-06	1	5	0	1	1.00072349399022	1.0007421038752
YMR009W	Q03677	ADI1	20.8791	2	1000	tightly_const	2	7.35477944245929e-06	7.35480286014772e-06	7.35477944245929e-06	0	6	1	1	1.0024073691759	1.0024693989799
YOL052C	P21182	SPE2	46.23173	2	1000	tightly_const	2	5.10508955255158e-05	5.10510580720579e-05	5.10508955255158e-05	1	4	0	1	1.0383260438757	1.0393499080885
YPR069C	Q12074	SPE3	33.32362	2	1000	tightly_const	2	2.28385420808417e-05	2.2838576950801e-05	2.28385420808417e-05	1	5	0	1	1.0120458512381	1.01235929437054
YJR024C	P47095	MDE1	27.42662	2	1000	tightly_const	2	5.25977408779772e-06	5.25979083496891e-06	5.25977408779772e-06	1	3	0	1	1.00226118967858	1.00231944421343
YPR118W	Q06489	MRI1	45.01983	1	1000	essential	2	5.19678801971931e-09	0.00101563780536057	5.19678801971931e-09	1	2	0	1	1.00000365895582	1.00000375300293
YLR180W	P10659	SAM1	41.81793	2	38.4064183200931	tightly_const	2	0.000151288768524977	0.00015145478198518	0.000151452886431557	0	7	6	1	1.15330954575182	1.15787218790025
YLR174W	P41939	IDP2	46.56172	1	7.73274102052611	essential	2	8.10827596704318e-07	0.000982810938491531	8.11206707430825e-07	1	5	0	1	1.00509224263468	1.00522381311067
YOR095C	Q12189	RKI1	28.25777	1	6.39231089406556	essential	2	8.4434175406578e-06	0.00162653107049588	8.44407399817532e-06	1	2	0	1	1.02783926463873	1.02857526906525
YKL029C	P36013	MAE1	74.37529	2	6.35283372048711	tightly_const	2	3.59382751910387e-07	3.59657654389638e-07	3.59413296124119e-07	1	7	0	1	1.00321451418099	1.00329740980899
YER069W	Q01217	ARG5,6	94.86823	2	6.3114409868106	tightly_const	2	1.25072434298188e-05	1.25135061324177e-05	1.25083065253307e-05	1	9	0	1	1.03949406038348	1.04055034625974
YMR062C	Q04728	ARG7	47.84821	1	6.31144098680571	essential	2	2.74464219683175e-06	0.000958341506700636	2.74487548697033e-06	1	9	0	1	1.00430829444521	1.00441952064789
YOL140W	P18544	ARG8	46.68082	2	6.31144098680571	tightly_const	2	3.10663285143201e-05	3.1081884234195e-05	3.10689691020242e-05	1	4	0	1	1.04844680284548	1.04975399444014
YOL126C	P22133	MDH2	40.7305	1	4.2184441561675	essential	2	1.18423693152486e-08	0.00112260004406337	1.18428469022492e-08	1	5	0	1	1.00002224372728	1.00002281547451
YNL241C	P11412	ZWF1	57.5209	2	2.71158542888515	tightly_const	2	9.19206051005117e-08	9.19555236602857e-08	9.19504728142868e-08	1	5	0	1	1.00192776710717	1.0019774148018
YBR221C	P32473	PDB1	40.0532	2	1.17859210116143	tightly_const	2	1.05973724073535e-06	1.0598409307008e-06	1.05977769139463e-06	0	6	13	1	1.00707828217606	1.00726153754674
YER178W	P16387	PDA1	46.34261	2	1.17859210116143	tightly_const	2	1.05973724073535e-06	1.0598409307008e-06	1.05977769139463e-06	0	6	13	1	1.00819003669994	1.0084023153274
YGR193C	P16451	PDX1	45.36125	2	1.17859210116143	tightly_const	2	1.05973724073535e-06	1.0598409307008e-06	1.05977769139463e-06	0	6	13	1	1.00801657085409	1.00822431672087
YNL071W	P12695	LAT1	51.81762	2	1.17859210116143	tightly_const	2	1.05973724073535e-06	1.0598409307008e-06	1.05977769139463e-06	0	6	13	1	1.00915789436884	1.00939549280617
YDR516C	Q04409	EMI2	55.92028	2	1.00965434989565	tightly_const	2	1.86172074496887e-07	1.8617997516793e-07	1.86178000000186e-07	1	4	0	1	1.00820473275187	1.00841739546844
YDR441C	P36973	APT2	19.9857	2	1000	opt_isoenz_tight	2	0	3.09952116133763e-05	3.09951129246384e-05	0	5	4	2	0.999999999999971	0.999999999999985
YER099C	P38620	PRS2	34.76468	2	15.5064004997538	opt_isoenz_tight	2	0	0.000137231532427663	0.000137228853382679	0	6	7	2	1.07568121900222	1.07777776273666
YKL181W	P32895	PRS1	47.04715	2	15.5064004997538	opt_isoenz_tight	2	0	0.000137231532427654	0.000137228853382679	0	6	0	2	1.10234912203112	1.10525671676296
YHR163W	P38858	SOL3	27.78417	2	2.71158542888515	opt_isoenz_tight	2	0	5.8189521400997e-06	5.81863252220148e-06	0	5	8	2	1.05911410355667	1.0607257910121
YHR183W	P38720	GND1	53.54274	2	2.71158542888515	opt_isoenz_tight	2	0	1.59861244262697e-06	1.5985246355498e-06	0	6	9	2	1.03124722927381	1.03207614397584
YNR001C	P00890	CIT1	53.35945	2	2.21685064486538	opt_isoenz_tight	2	0	4.130870991474e-07	4.13055815190518e-07	1	7	0	2	1.00240724036414	1.0024692668409
YGL062W	P11154	PYC1	130.09827	2	2.03058689837339	opt_isoenz_tight	2	0	2.00128964892788e-06	2.00074391581987e-06	0	8	10	2	1.03759965622273	1.03860339383969
YOR375C	P07262	GDH1	49.56931	2	1.1950723590361	opt_isoenz_tight	2	0	6.94284946300674e-06	6.94266875330306e-06	0	8	12	2	1.02919595701592	1.0299688749872
YBL039C	P28274	URA7	64.70953	0	0.287735312382042	subOpt_isoenz	0	0	4.15318127689972e-08	0	0	12	14	2	0.999999999999995	1.00000000000001
YER070W	P21524	RNR1	99.56021	0	0.276850000000002	subOpt_isoenz	0	0	4.87269570346895e-07	0	0	24	15	2	1	1.00000000000001
YIL066C	P21672	RNR3	97.51369	0	0.276850000000002	subOpt_isoenz	0	0	4.8726957034539e-07	0	0	24	15	2	0.999999999999971	0.999999999999985
YJL026W	P09938	RNR2	46.14681	0	0.276850000000002	subOpt_isoenz	0	0	4.87269570347233e-07	0	0	24	15	2	0.999999999999958	0.999999999999985
YDL052C	P33333	SLC1	33.88654	0	0.223433997166683	subOpt_isoenz	0	0	2.97276398286417e-06	0	1	28	0	2	1.00000000000001	1.00000000000002
YNR019W	P53629	ARE2	74.022	0	0.207585615360208	subOpt_isoenz	0	0	0.000617702576778127	0	1	84	0	2	0.999999999999972	0.999999999999985
YOR245C	Q08650	DGA1	47.71075	0	0.164378423040312	subOpt_isoenz	0	0	1.01787180484169e-07	0	1	122	0	2	1.00000000000061	1.00000000000065
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	3.22659817176606e-11	0	1	6	0	2	1.00000000000008	1.0000000000001
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	5.29392658370543e-09	0	1	20	0	2	0.999999999999976	0.999999999999991
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.91941994413919e-09	1.56397770933672e-09	1	4	0	3	1.00377011097773	1.00386738952353
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.48813822550393e-10	2.02737947259497e-10	1	6	0	3	1.00051547941884	1.00052873587639
YNL036W	P53615	NCE103	24.85889	1	1.45772800827908	opt_isoenz	2	0	0.00183932429398151	1.45133170681101e-10	1	4	0	3	0.999999999999998	1
YGL080W		MPC1	NaN	0	0.25297992251139		0	NaN	NaN	NaN	0	4	16	3	1.00000000000022	1.00000000000024
YGR243W		MPC3	NaN	0	0.25297992251139		0	NaN	NaN	NaN	0	4	16	3	1	1
YHR162W		MPC2	NaN	0	0.25297992251139		0	NaN	NaN	NaN	0	4	16	3	1	1
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	3.22659816932999e-11	0	0	12	18	3	0.999999999999963	0.999999999999976
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	6.9778022104127e-11	0	0	12	18	3	0.999999999999969	0.999999999999985
