genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
D12D	Q9Y8H5	D12D	46.001		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	7	0	1	1.08767532864641	1.08818559933238	0.160831589786937
FAD3	D5KSD6	FAD3	47.718		OE	1000	tightly_const	2	0.000318648158509368	0.000318648490266699	0.000318648158509368	1	7	0	1	1.09124643894662	1.09177924727187	0.166840944023695
D6D	A0A1Y5I9G7	D6D	51.674		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.09956427962178	1.10015011520561	0.180689353207716
D6E	D5KSD4	D6E	36.746		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	11	0	1	1.06882183366394	1.06921539432877	0.128452289513758
D5D	HQ678517	D5D	59.89		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.11725080749163	1.11795187395674	0.209462594705138
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.293884450454309	subOpt_isoenz	0	0	1.40931820753498e-08	0	0	6	1	2	0.999999999999995	0.999999999999995	0
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KD	0.293827460547136	subOpt_isoenz	0	0	2.22558827929479e-09	0	0	7	2	2	1.00000207663035	0.999999950045227	0
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KD	0.282091917129264	subOpt_isoenz	0	0	5.11507918101411e-07	0	0	8	3	2	1.00000202916458	0.999999950226466	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040243	subOpt_isoenz	0	0	3.67414789396322e-08	0	0	12	5	2	1.00000000459509	1.00000000461966	0
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	KD	0.222157327287442	subOpt_isoenz	0	0	8.43387296722906e-08	0	0	6	6	2	1.00000319571646	0.999999945425554	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.126351880344257	subOpt_isoenz	0	0	1.37272186494612e-06	0	0	8	12	2	0.999999999999995	1.00000000000001	0
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KO	0.0308175003406939	subOpt_isoenz	0	0	2.70131435488441e-08	0	0	6	13	2	1.00000227168651	0.999999949240023	0
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KO	0	subOpt_isoenz	0	0	1.6637908530548e-11	0	1	4	0	2	1.00000319215069	0.999999945425566	0
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.30614837767714e-09	0	1	48	0	2	1.00000000080092	1.0000000008052	0
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.29566055046076e-09	0	1	52	0	2	1.00000203272497	0.999999950226472	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.60637728043072e-10	0	0	24	15	3	0.9999999993342	0.999999999330639	0
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	2.45490551239284e-09	0	0	24	15	3	0.999999999334227	0.999999999330662	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.81170493625996e-10	0	0	24	15	3	0.999999999334212	0.999999999330652	0
