genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
D12D	Q9Y8H5	D12D	46.001		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	7	0	1	1.08816408139361	1.08818559933261	0.160831589786937
FAD3	D5KSD6	FAD3	47.718		OE	1000	tightly_const	2	0.000318648158509368	0.000318648490266699	0.000318648158509368	1	7	0	1	1.09175677851739	1.09177924727211	0.166840944023695
D6D	A0A1Y5I9G7	D6D	51.674		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.10012540921577	1.1001501152059	0.180689353207716
D6E	D5KSD4	D6E	36.746		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	11	0	1	1.06919879961488	1.06921539432899	0.128452289513758
D5D	HQ678517	D5D	59.89		OE	1000	tightly_const	2	0.000318648158509368	0.000318648542991149	0.000318648158509368	1	9	0	1	1.11792230574381	1.11795187395706	0.209462594705138
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.293884450454309	subOpt_isoenz	0	0	1.40931820753498e-08	0	0	6	1	2	1.00000000000017	1.00000000000016	0
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KD	0.282091917129264	subOpt_isoenz	0	0	5.11507918101411e-07	0	0	8	3	2	1.0000000201925	1.00000002019705	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040243	subOpt_isoenz	0	0	3.67414789396322e-08	0	0	12	5	2	1.00000011399248	1.00000011401804	0
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	KD	0.222157327287442	subOpt_isoenz	0	0	8.43387296722906e-08	0	0	6	6	2	1.00000206998679	0.999998631111202	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.126351880344257	subOpt_isoenz	0	0	1.37272186494612e-06	0	0	8	12	2	1.00000000000022	1.00000000000022	0
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KO	0	subOpt_isoenz	0	0	1.6637908530548e-11	0	1	4	0	2	1.00000001285471	1.00000001285759	0
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.30614837767714e-09	0	1	48	0	2	1.00000002019256	1.00000002019709	0
