genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
CAD	B3IUN8	CAD	52.754	2	1000	tightly_const	2	0.000714213346490446	0.000714213346491875	0.000714213346490446	1	4	0	1	1.8524964272136	1.86020580525182
YOL126C	P22133	MDH2	40.7305	1	7.96010104014824	essential	2	2.19502607466091e-08	0.00122809888644665	2.19507367260808e-08	1	5	0	1	1.00003277161565	1.00003293093846
YBR221C	P32473	PDB1	40.0532	2	2.27915336380529	tightly_const	2	2.91979142931684e-06	2.91989511928232e-06	2.91983187997587e-06	0	6	5	1	1.0080497190085	1.00808916886689
YER178W	P16387	PDA1	46.34261	2	2.27915336380529	tightly_const	2	2.91979142931684e-06	2.91989511928232e-06	2.91983187997587e-06	0	6	5	1	1.00931546420287	1.00936117479806
YGR193C	P16451	PDX1	45.36125	2	2.27915336380529	tightly_const	2	2.91979142931684e-06	2.91989511928232e-06	2.91983187997587e-06	0	6	5	1	1.00911794610403	1.00916267868752
YNL071W	P12695	LAT1	51.81762	2	2.27915336380529	tightly_const	2	2.91979142931684e-06	2.91989511928232e-06	2.91983187997587e-06	0	6	5	1	1.01041769356824	1.01046886885634
YDR050C	P00942	TPI1	26.79508	1	1.23295351860129	essential	2	2.66712686623239e-08	0.00186679297252926	2.6671333143573e-08	1	2	0	1	1.00062017416098	1.00062319098523
YCR012W	P00560	PGK1	44.73787	1	1.23044395151518	essential	2	8.86576285156749e-07	0.00111895848784519	8.86576285156681e-07	1	4	0	1	0.983631698550979	1.03586370977041
YDR516C	Q04409	EMI2	55.92028	2	1.00066848436946	tightly_const	2	1.86172074496882e-07	1.86179975167934e-07	1.86178000000186e-07	1	4	0	1	1.00820425669514	1.00824447010205
YNR001C	P00890	CIT1	53.35945	2	7.64965436664114	opt_isoenz_tight	2	0	1.33324038008248e-06	1.33320909612556e-06	1	7	0	2	1.0029972732561	1.00301188823521
YGL062W	P11154	PYC1	130.09827	2	3.9843317694909	opt_isoenz_tight	2	0	3.44503378597142e-06	3.44448805286156e-06	0	8	2	2	1.04006618844439	1.04026881174564
YAL038W	P00549	CDC19	54.54404	2	2.47282821218749	opt_isoenz_tight	2	0	1.92313200025664e-06	1.92311295788918e-06	0	6	3	2	1.03952112433045	1.10080510502931
YBL039C	P28274	URA7	64.70953	0	0.261781606536218	subOpt_isoenz	0	0	4.1531812769414e-08	0	0	12	8	2	1.00000000000005	1.00000000000005
YOR317W	P30624	FAA1	77.86529	0	0.249525093588159	subOpt_isoenz	0	0	0.000642572034674559	0	1	52	0	2	0.999999999999951	0.999999999999936
YER070W	P21524	RNR1	99.56021	0	0.205800000000001	subOpt_isoenz	0	0	4.87269570345299e-07	0	0	24	9	2	1.00000000000005	1.00000000000005
YIL066C	P21672	RNR3	97.51369	0	0.205800000000001	subOpt_isoenz	0	0	4.8726957033691e-07	0	0	24	9	2	1.00000000000004	1.00000000000005
YJL026W	P09938	RNR2	46.14681	0	0.205800000000001	subOpt_isoenz	0	0	4.87269570345379e-07	0	0	24	9	2	1.00000000000006	1.00000000000006
YAL062W	P39708	GDH3	49.62653	0	0.1896574940199	subOpt_isoenz	0	0	1.57988444866631e-06	0	0	8	10	2	0.999999999999968	0.999999999999966
YER081W	P40054	SER3	51.1927	0	0.018249444689199	subOpt_isoenz	0	0	7.04303200111909e-08	0	0	6	12	2	0.999999999999951	0.999999999999954
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	3.22659817520878e-11	0	1	6	0	2	1.00000000000021	1.00000000000021
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	5.2939265735487e-09	0	1	20	0	2	0.999999999999947	0.999999999999937
YNL036W	P53615	NCE103	24.85889	1	2.76698074338903	opt_isoenz	2	0	0.00201216424520682	2.37286958877763e-10	1	4	0	3	1	1
YGR254W	P00924	ENO1	46.81564	1	2.31480988827719	opt_isoenz	2	0	0.00107042492250539	1.97360692462133e-06	0	5	4	3	1.0272705894492	1.087767556664
YML120C	P32340	NDI1	57.24915	1	1.38834659079937	opt_isoenz	2	0	5.23747727809882e-05	8.21281856620541e-07	1	5	0	3	1.00226963848736	1.00228069738487
YLR354C	P15019	TAL1	37.0359	1	1.25713771292172	opt_isoenz	2	0	0.00135345758175246	2.87012780410345e-06	0	6	6	3	1.04483505339324	1.10646090087106
YJL052W	P00360	TDH1	35.74956	1	1.23044395151518	opt_isoenz	2	0	0.00141558952619259	1.64077748739768e-05	0	8	7	3	1.43517878626819	1.54641218665165
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	3.22659818122053e-11	0	0	12	13	3	0.999999999999918	0.999999999999921
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	6.97780224378372e-11	0	0	12	13	3	0.999999999999958	0.999999999999965
