genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
crtYB	Q7Z859	crtYB	74.736		OE	1000	tightly_const	2	1.95974066904576e-06	1.95974066904968e-06	1.95974066904576e-06	1	5	0	1	1.00080995140522	1.00080998895969	0
crtI	Q7Z858	crtI	65.066		OE	1000	tightly_const	2	0.000917669268194931	0.000917669268196766	0.000917669268194931	1	5	0	1	1.49238006848345	1.49240895971211	0.657846498650013
CCD1	Q6E4P3	CCD1	61.311		OE	1000	tightly_const	2	0.000495541404825263	0.000495541404826254	0.000495541404825263	1	4	0	1	1.20174878712534	1.20176001971074	0.333707512051361
YPL023C	P46151	MET12	73.94088	sce00670  One carbon pool by folate sce01200  Carbon metabolism	KD	0.293884450454309	subOpt_isoenz	0	0	1.40931318491466e-08	0	0	6	1	2	1.00000000000044	1.00000000000043	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.258201785040243	subOpt_isoenz	0	0	3.67444650257786e-08	0	0	12	6	2	1.00000012357907	1.00000012358479	0
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	KD	0.211401897576949	subOpt_isoenz	0	0	8.13733300724222e-08	0	0	6	7	2	1.00000013072428	1.00000013073033	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.125459652393619	subOpt_isoenz	0	0	1.34296007821326e-06	0	0	8	13	2	1.0000001105281	1.00000011053322	0
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KO	0.0284390447736325	subOpt_isoenz	0	0	2.98336150274269e-08	0	0	6	14	2	1.00000013072378	1.00000013072983	0
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	KO	0	subOpt_isoenz	0	0	1.59242180712175e-11	0	1	4	0	2	1.00000011393584	1.00000011394111	0
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	KO	0	subOpt_isoenz	0	0	1.23576667760856e-09	0	1	52	0	2	1.00000011052859	1.00000011053371	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.21979597255298e-10	0	0	24	16	3	1.00000013072427	1.00000013073033	0
YGR180C	P49723	RNR4	40.05407	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	2.34364736801642e-09	0	0	24	16	3	1.00000011393657	1.00000011394185	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KO	0	subOpt_isoenz	0	0	9.41616942740579e-10	0	0	24	16	3	1.00000013072427	1.00000013073033	0
