genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
fdyG	P39831	fdyG	27.249	2	1000	tightly_const	2	2.29633724422449e-06	2.29633724422908e-06	2.29633724422449e-06	1	5	0	1	1.00572183875899	1.00611560986609
YJL121C	P46969	RPE1	25.96689	1	13.3479738534989	essential	2	8.94836083307715e-07	0.00322148365055875	8.94947557924131e-07	1	2	0	1	1.00437313772718	1.00467366128129
A7U8C7	A7U8C7	A7U8C7	61.24	2	12.0563608428551	tightly_const	2	3.96292505468247e-05	3.96309328409852e-05	3.9629881407132e-05	1	4	0	1	1.28744245912946	1.29627163458182
YNL241C	P11412	ZWF1	57.5209	2	7.54082734473578	tightly_const	2	2.49835552684925e-07	2.49870574333882e-07	2.49865535591405e-07	1	5	0	1	1.00279541908763	1.002987198799
YOR095C	Q12189	RKI1	28.25777	1	4.13988997426958	essential	2	5.88632922124675e-06	0.00296537802675173	5.88698819948438e-06	1	2	0	1	1.03459177809868	1.03704553229593
YCR012W	P00560	PGK1	44.73787	1	1.08178593912904	essential	2	8.19002009475603e-07	0.00187012231736288	8.19002009475565e-07	1	4	0	1	0.986387599995813	1.03787937106742
YDR516C	Q04409	EMI2	55.92028	2	1.05739220249948	tightly_const	2	1.86172055034027e-07	1.86179981655562e-07	1.86178000000186e-07	1	4	0	1	1.00819966218945	1.0087654407681
YHR183W	P38720	GND1	53.54274	2	7.54082734473578	opt_isoenz_tight	2	0	4.34390684348274e-06	4.34381903641116e-06	0	6	4	2	1.04591656206879	1.04921184639931
YHR163W	P38858	SOL3	27.78417	2	7.54082734473578	opt_isoenz_tight	2	0	1.58118286517338e-05	1.58115090338453e-05	0	5	3	2	1.08798338638403	1.09457064653084
YGL062W	P11154	PYC1	130.09827	2	3.88038584084767	opt_isoenz_tight	2	0	5.19815249558833e-06	5.19760474590773e-06	0	8	5	2	1.08970620760201	1.09643388705482
YAL038W	P00549	CDC19	54.54404	2	2.03456383209816	opt_isoenz_tight	2	0	1.56647966841807e-06	1.56646056282599e-06	0	6	6	2	1.04242255726062	1.10687399751242
YOR317W	P30624	FAA1	77.86529	0	0.287540810214532	subOpt_isoenz	0	0	0.00107419585132029	0	1	52	0	2	1.00000000000002	1.00000000000002
YBL039C	P28274	URA7	64.70953	0	0.276354137706574	subOpt_isoenz	0	0	4.15321584683009e-08	0	0	12	10	2	1.00000000000004	1.00000000000005
YER070W	P21524	RNR1	99.56021	0	0.245693275580922	subOpt_isoenz	0	0	4.87270370374074e-07	0	0	24	11	2	1.00000000000001	1.00000000000002
YIL066C	P21672	RNR3	97.51369	0	0.245693275580922	subOpt_isoenz	0	0	4.87270370369603e-07	0	0	24	11	2	1.00000000000005	1.00000000000006
YJL026W	P09938	RNR2	46.14681	0	0.245693275580922	subOpt_isoenz	0	0	4.87270370375231e-07	0	0	24	11	2	1.00000000000001	1.00000000000002
YDL052C	P33333	SLC1	33.88654	0	0.232638258405811	subOpt_isoenz	0	0	2.97284141941928e-06	0	1	28	0	2	0.999999999999999	1.00000000000001
YAL062W	P39708	GDH3	49.62653	0	0.202598137161549	subOpt_isoenz	0	0	2.45136638346597e-06	0	0	8	13	2	1.00000000000002	1.00000000000002
YER081W	P40054	SER3	51.1927	0	0.146520738137605	subOpt_isoenz	0	0	2.19871187146294e-07	0	0	6	15	2	1.00000000000002	1.00000000000002
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	3.23529362703717e-11	0	1	6	0	2	0.999999999999998	1.00000000000001
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	5.31131498169031e-09	0	1	20	0	2	1.00000000000004	1.00000000000005
YPR074C	P23254	TKL1	73.80488	1	33.5480161472079	opt_isoenz	2	0	0.00113457717134646	1.47212287457961e-06	0	10	1	3	1.0205713696028	1.02200943440382
YLR027C	P23542	AAT2	46.05711	1	5.45817225848691	opt_isoenz	2	0	0.00181627909058603	5.17681553284691e-07	1	14	0	3	1.00247449108112	1.0026441954727
YNL036W	P53615	NCE103	24.85889	1	2.96498137576608	opt_isoenz	2	0	0.00336413541657932	3.49187911595083e-10	1	4	0	3	0.999999999999996	1
YGR254W	P00924	ENO1	46.81564	1	1.90833029408749	opt_isoenz	2	0	0.00178795654266212	1.6138536447215e-06	0	5	7	3	1.0301781447727	1.09295448945777
YJL052W	P00360	TDH1	35.74956	1	1.08178593912904	opt_isoenz	2	0	0.00235444782838578	1.51571847993146e-05	0	8	8	3	1.39772020771683	1.59274168795545
YOR222W		ODC2	NaN	0	0.293751533005819		0	NaN	NaN	NaN	0	6	9	3	1	1
YPL134C		ODC1	NaN	0	0.293751533005819		0	NaN	NaN	NaN	0	6	9	3	1	1
YGL080W		MPC1	NaN	0	0.207859464913375		0	NaN	NaN	NaN	0	4	12	3	0.999999999999987	0.999999999999994
YGR243W		MPC3	NaN	0	0.207859464913375		0	NaN	NaN	NaN	0	4	12	3	1	1
YHR162W		MPC2	NaN	0	0.207859464913375		0	NaN	NaN	NaN	0	4	12	3	1	1
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	3.23529363672801e-11	0	0	12	18	3	0.999999999999981	0.999999999999983
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	7.00072148949869e-11	0	0	12	18	3	0.999999999999995	0.999999999999983
