genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.1004841258344e-07	2.10418717351196e-07	2.10188074822914e-07	1	4	0	1	1.00384266020478	1.00384286709367
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.72284919101672e-08	2.72776523937402e-08	2.72466152002226e-08	1	6	0	1	1.00052535506456	1.00052538325613
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	2.4227304268277e-11	4.33327327972405e-09	1.5728024228112e-10	1	16	0	1	1.00000134697406	1.00000134704352
crtE	Q1L6K3	crtE	42.153	2	1000	essential	2	3.61040486324477e-08	3.77447435572996e-08	3.77447435572241e-08	1	4	0	1	1.00000880189854	1.00000880236499
crtYB	Q7Z859	crtYB	74.736	2	1000	tightly_const	2	2.25697593191092e-06	2.25697593191543e-06	2.25697593191092e-06	1	5	0	1	1.00093400572986	1.00093405587282
crtI	Q7Z858	crtI	65.066	2	1000	tightly_const	2	0.00105685281960228	0.00105685281960439	0.00105685281960228	1	5	0	1	1.6139782524297	1.61403506502368
blh	Q4PNI0	blh	31.037	2	1000	tightly_const	2	4.28453845784707e-06	4.28453845785563e-06	4.28453845784707e-06	1	3	0	1	1.00073619134271	1.00073623085847
YAL038W	P00549	CDC19	54.54404	2	2.41315825263505	essential	2	1.82394973947651e-06	1.96584776081742e-06	1.96555225429555e-06	0	6	2	1	1.03876013718586	1.09964402977927
YGR254W	P00924	ENO1	46.81564	2	2.259467413177	essential	2	1.83076823869628e-06	2.01863531387859e-06	2.01641520599044e-06	0	5	3	1	1.02659736663041	1.08676476047145
YLR354C	P15019	TAL1	37.0359	2	1.23993430618521	tightly_const	2	2.71272483866972e-06	2.71688032851616e-06	2.71468152500381e-06	0	6	4	1	1.04338232920541	1.10453805248813
YCR012W	P00560	PGK1	44.73787	2	1.21862189003393	tightly_const	2	8.75608695412129e-07	8.77647547477964e-07	8.75648837557321e-07	1	4	0	1	0.983293516848782	1.03546260201391
YJL052W	P00360	TDH1	35.74956	2	1.21862189003393	tightly_const	2	1.62016590029846e-05	1.62076710512122e-05	1.62055417405631e-05	0	8	5	1	1.44473810763362	1.53565583261122
YDR050C	P00942	TPI1	26.79508	2	1.21066279809029	essential	2	2.5992096278485e-08	2.94363467628093e-08	2.5994554092694e-08	1	2	0	1	1.00061462746005	1.00061467610022
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.40932268026298e-08	0	0	6	6	2	1.00000000049088	1.00000000000043
YDR502C	P19358	SAM2	42.2555	0	0.293827460547136	subOpt_isoenz	0	0	2.13926967512656e-09	0	0	7	7	2	0.999999092646593	1.00000136020901
YBR218C	P32327	PYC2	130.16549	0	0.284980466415762	subOpt_isoenz	0	0	5.14431525570112e-07	0	0	8	8	2	0.999998979435235	1.00000124699132
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67251248485247e-08	0	0	12	10	2	0.999998962752704	1.00000123030785
YMR145C	P40215	NDE1	62.77345	0	0.21657766608082	subOpt_isoenz	0	0	8.28030923935565e-08	0	0	6	11	2	0.999999112714753	1.00000138027829
YAL062W	P39708	GDH3	49.62653	0	0.127117045131157	subOpt_isoenz	0	0	1.40204893481958e-06	0	0	8	17	2	0.999999112714331	1.00000138027786
YER081W	P40054	SER3	51.1927	0	0.0290746239459578	subOpt_isoenz	0	0	1.98551235276833e-08	0	0	6	18	2	0.999999092645738	1.00000136020815
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	9.33337282528796e-12	0	1	4	0	2	1.00000034214135	0.999999963248957
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.25831793820059e-09	0	1	48	0	2	1.00000034164992	0.99999996324853
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.24741393131803e-09	0	1	52	0	2	0.999998962753024	1.00000123030817
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.15480308797258e-09	1.59461388661699e-12	1	11	0	3	1.00000004842782	1.0000000484302
YOR222W		ODC2	NaN	0	0.263581613553863		0	NaN	NaN	NaN	0	6	9	3	1	1
YPL134C		ODC1	NaN	0	0.263581613553863		0	NaN	NaN	NaN	0	6	9	3	1	1
YER053C		PIC2	NaN	0	0.157402494290078		0	NaN	NaN	NaN	0	4	16	3	1	1
YJR077C		MIR1	NaN	0	0.157402494290078		0	NaN	NaN	NaN	0	4	16	3	1	1
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.43807345606727e-10	0	0	24	20	3	1.00000123907425	0.999999866712606
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.41306344276129e-09	0	0	24	20	3	1.00000123907811	0.99999986671218
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.6398667588066e-10	0	0	24	20	3	1.00000123907412	0.999999866712606
