genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBR252W	P33317	DUT1	15.30716	1	1000	subOpt_isoenz	2	0	6.13079603478775e-09	0
YDL078C	P32419	MDH3	37.18575	2	1000	essential	2	1.3201254124212e-08	1.55981675530958e-08	1.3201254124212e-08
YDR256C	P15202	CTA1	58.55479	2	1000	tightly_const	2	6.65497927366675e-11	6.65497927366675e-11	6.65497927366675e-11
YDR300C	P32264	PRO1	47.16164	2	1000	tightly_const	2	2.10037763827876e-07	2.10430589497571e-07	2.10188074822914e-07
YER065C	P28240	ICL1	62.40816	2	1000	essential	2	4.75900456627417e-06	4.85663922059488e-06	4.85620819021713e-06
YFL030W	P43567	AGX1	41.90679	2	1000	essential	2	2.43996032076196e-07	2.53828822956315e-07	2.53785390969306e-07
YGL205W	P13711	POX1	84.04132	2	1000	tightly_const	2	2.68672604303674e-05	2.68680651657587e-05	2.6867876404673e-05
YIL160C	P27796	POT1	44.72993	2	1000	tightly_const	2	7.64425468970624e-06	7.64432356777192e-06	7.64425468970624e-06
YKL106W	Q01802	AAT1	51.79484	2	1000	tightly_const	2	2.29345366888636e-07	2.29784310430669e-07	2.29418234999805e-07
YKR009C	Q02207	FOX2	98.70186	2	1000	tightly_const	2	5.83168887298481e-07	5.83171382713902e-07	5.83168887298481e-07
YML042W	P32796	CAT2	77.24096	2	1000	tightly_const	2	6.40045842507555e-07	6.40479702438346e-07	6.40303681450354e-07
YNL117W	P30952	MLS1	62.79047	2	1000	tightly_const	2	1.60592754523074e-06	1.6088593694001e-06	1.60708192697969e-06
YOR100C		CRC1	NaN	1	1000		2	NaN	NaN	NaN
YOR323C	P54885	PRO2	49.73991	2	1000	tightly_const	2	2.7226371987723e-08	2.72744335769703e-08	2.72466152002226e-08
YJR069C	P47119	HAM1	22.09268	1	1000	essential	2	2.61986487874409e-11	4.27227658996298e-09	1.5728024228112e-10
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.13929424508038e-09	1.59461388661699e-12
YJR051W	P21375	OSM1	55.06455	2	20.3107260101855	essential	2	1.28659903666838e-07	1.30462539590364e-07	1.28714594749086e-07
YJR095W		SFC1	NaN	1	20.1350180441075		2	NaN	NaN	NaN
YGR087C	P26263	PDC6	61.57964	1	16.0230649637638	subOpt_isoenz	2	0	2.5775416444643e-09	0
YLR044C	P06169	PDC1	61.49468	2	16.0230649637638	tightly_const	2	2.95778764448264e-06	2.96079521647604e-06	2.96076484789204e-06
YLR134W	P16467	PDC5	61.91138	1	16.0230649637638	subOpt_isoenz	2	0	2.55352992267423e-09	0
YPL061W	P54115	ALD6	54.41344	2	10.863219265181	tightly_const	2	1.8837047306301e-05	1.89822367237298e-05	1.89791884920553e-05
YLR153C	P52910	ACS2	75.49079	2	6.72488842916531	tightly_const	2	3.10865169143513e-06	3.13369009665165e-06	3.13357479087895e-06
YDL141W	P48445	BPL1	76.36203	2	6.69855247592478	tightly_const	2	3.80322939582909e-10	3.803240512348e-10	3.80322939582909e-10
YNR016C	Q00955	ACC1	250.35091	2	6.69855247592478	tightly_const	2	5.23840192994118e-06	5.23843627842141e-06	5.23840192994118e-06
YKL085W	P17505	MDH1	35.64959	2	6.68728511947265	tightly_const	2	1.20844960758818e-06	1.21190881529011e-06	1.20845567065158e-06
