genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YKL184W	P08432	SPE1	52.28467	2	1000	tightly_const	2	3.30232822273254e-05	3.30232981625491e-05	3.30232822273254e-05
YLL028W		TPO1	NaN	1	1000		2	NaN	NaN	NaN
YOR273C		TPO4	NaN	1	1000		2	NaN	NaN	NaN
YBR117C	P33315	TKL2	75.02862	1	35.6053529047315	subOpt_isoenz	2	0	0.000996761976687537	0
YPR074C	P23254	TKL1	73.80488	1	30.0981658380912	opt_isoenz	2	0	0.00101328848957321	8.2247086845991e-07
YLR174W	P41939	IDP2	46.56172	1	24.14110451074	essential	2	2.44556513000529e-06	0.00160730470617993	2.44593375044652e-06
YKL029C	P36013	MAE1	74.37529	2	19.7244922584357	tightly_const	2	1.07061570481524e-06	1.07088300053368e-06	1.07064624902857e-06
YOL140W	P18544	ARG8	46.68082	2	19.6894702199783	tightly_const	2	9.25533585838402e-05	9.25682504502096e-05	9.25559991714216e-05
YER069W	Q01217	ARG5,6	94.86823	2	19.6894702199783	tightly_const	2	3.72618021316733e-05	3.72677975681375e-05	3.72628652271237e-05
YMR062C	Q04728	ARG7	47.84821	1	19.6894702199783	essential	2	8.1768868603022e-06	0.00156988590928899	8.1771201504439e-06
YOR130C		ORT1	NaN	1	19.6894702199783		2	NaN	NaN	NaN
YPR021C		AGC1	NaN	1	14.10193444228		2	NaN	NaN	NaN
YOL126C	P22133	MDH2	40.7305	1	12.909108684456	essential	2	3.40838658048233e-08	0.00183465321458869	3.40843433918158e-08
YJL121C	P46969	RPE1	25.96689	1	8.0694175715296	essential	2	4.99897202570507e-07	0.00287820024937225	5.00004658512036e-07
YKL085W	P17505	MDH1	35.64959	1	6.48957189904578	essential	2	8.07060484626858e-07	0.00209690226201186	8.07088869694674e-07
YNR001C	P00890	CIT1	53.35945	2	6.48957189904578	opt_isoenz_tight	2	0	1.08756900593714e-06	1.08753858763103e-06
YPR001W	P43635	CIT3	53.81073	1	6.48957189904578	subOpt_isoenz	2	0	1.08756898643874e-06	0
YBR218C	P32327	PYC2	130.16549	1	5.87628891736585	subOpt_isoenz	2	0	5.17810093183887e-06	0
YGL062W	P11154	PYC1	130.09827	2	5.8762889151679	opt_isoenz_tight	2	0	5.17810093183684e-06	5.17757218715071e-06
YGR248W	P53315	SOL4	28.44737	1	4.44850533972883	subOpt_isoenz	2	0	9.08791683300805e-06	0
YGR256W	P53319	GND2	53.92235	1	4.44850533972883	subOpt_isoenz	2	0	2.49667922625283e-06	0
YHR163W	P38858	SOL3	27.78417	2	4.44850533972883	opt_isoenz_tight	2	0	9.08791683299489e-06	9.08759721511097e-06
YHR183W	P38720	GND1	53.54274	2	4.44850533972883	opt_isoenz_tight	2	0	2.49667922625153e-06	2.49659141918322e-06
YNL241C	P11412	ZWF1	57.5209	2	4.44850533972883	tightly_const	2	1.43580238076538e-07	1.43614199127109e-07	1.43609148281304e-07
YNL036W	P53615	NCE103	24.85889	1	4.03483065568508	opt_isoenz	2	0	0.00300596384081623	3.47909238920773e-10
YBR221C	P32473	PDB1	40.0532	2	3.31689815851255	tightly_const	2	2.42317911324351e-06	2.42327995965413e-06	2.42321847022769e-06
YER178W	P16387	PDA1	46.34261	2	3.31689815851255	tightly_const	2	2.42317911324351e-06	2.42327995965413e-06	2.42321847022769e-06
YGR193C	P16451	PDX1	45.36125	2	3.31689815851255	tightly_const	2	2.42317911324351e-06	2.42327995965413e-06	2.42321847022769e-06
YNL071W	P12695	LAT1	51.81762	2	3.31689815851255	tightly_const	2	2.42317911324351e-06	2.42327995965413e-06	2.42321847022769e-06
YDR384C		ATO3	NaN	1	2.6091392671006		2	NaN	NaN	NaN
YGR121C		MEP1	NaN	1	2.6091392671006		2	NaN	NaN	NaN
YNL142W		MEP2	NaN	1	2.6091392671006		2	NaN	NaN	NaN
YPR138C		MEP3	NaN	1	2.6091392671006		2	NaN	NaN	NaN
YOR095C	Q12189	RKI1	28.25777	1	2.45138635970788	essential	2	3.55166204616731e-06	0.00264795329396502	3.55229726814785e-06
YAL038W	P00549	CDC19	54.54404	2	2.16150938779077	opt_isoenz_tight	2	0	1.62387850794995e-06	1.62385999280942e-06
